"stop_id","pid","resultkey","result","code","resulttext"
"7559","1","2","Warning (verbal or written)","54788","5201(C) VC - UNLAW LIC PLATE COVERING (I) 54788"
"7560","1","2","Warning (verbal or written)","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"7561","1","2","Warning (verbal or written)","54566","23123(A) VC - USE CELLPH W/DRIV W/O HFD (I) 54566"
"7562","1","6","Custodial Arrest without warrant","35143","11550 HS - UNDER INFLUENCE CNTL SUB (M) 35143"
"7562","2","7","Field interview card completed","",""
"7562","3","7","Field interview card completed","",""
"7562","4","7","Field interview card completed","",""
"7562","5","7","Field interview card completed","",""
"7562","6","3","Citation for infraction","65000","65000 ZZ - LOCAL ORDINANCE VIOL (M) 65000"
"7563","1","2","Warning (verbal or written)","54644","5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644"
"7564","1","3","Citation for infraction","65000","65000 ZZ - LOCAL ORDINANCE VIOL (M) 65000"
"7565","1","7","Field interview card completed","",""
"7565","2","7","Field interview card completed","",""
"7565","3","5","Custodial Arrest pursuant to outstanding warrant","",""
"7566","1","2","Warning (verbal or written)","66881","38170(C) VC - LICENSE PLATE NONCOMPLNT (I) 66881"
"7567","1","8","Noncriminal transport or caretaking transport","",""
"7568","1","2","Warning (verbal or written)","54168","5204(A) VC - EXPIRED TABS/FAIL DISPLAY (I) 54168"
"7569","1","3","Citation for infraction","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"7570","1","3","Citation for infraction","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"7570","1","3","Citation for infraction","66967","24252(A)(1) VC - FAIL MAINT VEH LITE EQUIP (I) 66967"
"7570","1","3","Citation for infraction","54101","16028(A) VC - FAIL PROVE FIN RSP:PO REQ (I) 54101"
"7571","1","1","None","",""
"7572","1","3","Citation for infraction","66882","38300 VC - DISOBEY SIGN/SGNL/TRF DVC (I) 66882"
"7573","1","8","Noncriminal transport or caretaking transport","",""
"7574","1","3","Citation for infraction","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303"
"7574","1","3","Citation for infraction","54179","21703 VC - VEH FOLLOW TOO CLOSELY (I) 54179"
"7575","1","7","Field interview card completed","",""
"7576","1","1","None","",""
"7577","1","7","Field interview card completed","",""
"7577","2","7","Field interview card completed","",""
"7578","1","4","In-field cite and release","35423","11364(A) HS - POSS UNLAW PARAPHERNALIA (M) 35423"
"7579","1","10","Psychiatric hold","",""
"7580","1","3","Citation for infraction","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655"
"7581","1","2","Warning (verbal or written)","65002","65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002"
"7581","1","7","Field interview card completed","",""
"7582","1","2","Warning (verbal or written)","54146","21461(A) VC - DRIVER FAIL OBEY SIGN/ETC (I) 54146"
"7583","1","2","Warning (verbal or written)","54146","21461(A) VC - DRIVER FAIL OBEY SIGN/ETC (I) 54146"
"7584","1","3","Citation for infraction","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303"
"7585","1","2","Warning (verbal or written)","54146","21461(A) VC - DRIVER FAIL OBEY SIGN/ETC (I) 54146"
"7585","1","3","Citation for infraction","54305","14600(A) VC - FAIL NOTE DMV ADD CHG:CDL (I) 54305"
"7586","1","7","Field interview card completed","",""
"7587","1","3","Citation for infraction","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303"
"7588","1","2","Warning (verbal or written)","35438","11362.4(A) HS - SMOKE/ING MARIJ PUBLIC PL (I) 35438"
"7589","1","2","Warning (verbal or written)","54146","21461(A) VC - DRIVER FAIL OBEY SIGN/ETC (I) 54146"
"7590","1","3","Citation for infraction","54146","21461(A) VC - DRIVER FAIL OBEY SIGN/ETC (I) 54146"
"7591","1","3","Citation for infraction","54146","21461(A) VC - DRIVER FAIL OBEY SIGN/ETC (I) 54146"
"7592","1","2","Warning (verbal or written)","54099","4000(A) VC - NO REG:VEH/TRAILER/ETC (I) 54099"
"7593","1","3","Citation for infraction","54146","21461(A) VC - DRIVER FAIL OBEY SIGN/ETC (I) 54146"
"7594","1","2","Warning (verbal or written)","54146","21461(A) VC - DRIVER FAIL OBEY SIGN/ETC (I) 54146"
"7595","1","6","Custodial Arrest without warrant","35143","11550 HS - UNDER INFLUENCE CNTL SUB (M) 35143"
"7596","1","1","None","",""
"7597","1","3","Citation for infraction","54146","21461(A) VC - DRIVER FAIL OBEY SIGN/ETC (I) 54146"
"7598","1","3","Citation for infraction","54146","21461(A) VC - DRIVER FAIL OBEY SIGN/ETC (I) 54146"
"7599","1","2","Warning (verbal or written)","54571","26708(A)(1) VC - OPR VEH:WINDOW OBSTRUCTED (I) 54571"
"7600","1","2","Warning (verbal or written)","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167"
"7601","1","3","Citation for infraction","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303"
"7602","1","5","Custodial Arrest pursuant to outstanding warrant","",""
"7603","1","8","Noncriminal transport or caretaking transport","",""
"7603","1","10","Psychiatric hold","",""
"7604","1","3","Citation for infraction","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303"
"7605","1","2","Warning (verbal or written)","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"7606","1","3","Citation for infraction","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303"
"7607","1","2","Warning (verbal or written)","32024","602(B) PC - TRESPASS:REMOVE TIMBER (M) 32024"
"7608","1","2","Warning (verbal or written)","54161","21657 VC - DISOBEY TRAFFIC DIRECTION (I) 54161"
"7608","1","7","Field interview card completed","",""
"7609","1","2","Warning (verbal or written)","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"7610","1","3","Citation for infraction","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"7611","1","2","Warning (verbal or written)","54380","27400 VC - HEADSET/ETC VIOL:VEH/BIKE (I) 54380"
"7612","1","3","Citation for infraction","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655"
"7613","1","2","Warning (verbal or written)","66945","21750(A) VC - OVERTAKE/LEFT PASS VIOL (I) 66945"
"7614","1","2","Warning (verbal or written)","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167"
"7615","1","3","Citation for infraction","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303"
"7616","1","3","Citation for infraction","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303"
"7617","1","3","Citation for infraction","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303"
"7618","1","2","Warning (verbal or written)","54115","22107 VC - UNSAF TURN &/OR NO SIGNAL (I) 54115"
"7619","1","2","Warning (verbal or written)","16048","422(A) PC - THRTN CRIME:INT:TERRORIZE (M) 16048"
"7620","1","2","Warning (verbal or written)","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167"
"7621","1","3","Citation for infraction","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167"
"7622","1","1","None","",""
"7623","1","3","Citation for infraction","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303"
"7624","1","9","Contacted parent/legal guardian or other person responsible for the minor","",""
"7625","1","3","Citation for infraction","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303"
"7626","1","3","Citation for infraction","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106"
"7626","1","3","Citation for infraction","66967","24252(A)(1) VC - FAIL MAINT VEH LITE EQUIP (I) 66967"
"7627","1","2","Warning (verbal or written)","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167"
"7628","1","3","Citation for infraction","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303"
"7629","1","8","Noncriminal transport or caretaking transport","",""
"7629","1","10","Psychiatric hold","",""
"7630","1","3","Citation for infraction","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167"
"7631","1","6","Custodial Arrest without warrant","23091","484(A) PC - GRAND THEFT (F) 23091"
"7631","2","6","Custodial Arrest without warrant","23091","484(A) PC - GRAND THEFT (F) 23091"
"7631","3","6","Custodial Arrest without warrant","23091","484(A) PC - GRAND THEFT (F) 23091"
"7632","1","2","Warning (verbal or written)","66205","640(B)(3) PC - SMOKING PROHIBITED AREA (I) 66205"
"7633","1","3","Citation for infraction","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"7634","1","3","Citation for infraction","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"7635","1","2","Warning (verbal or written)","54168","5204(A) VC - EXPIRED TABS/FAIL DISPLAY (I) 54168"
"7636","1","6","Custodial Arrest without warrant","48122","148(A)(1) PC - OBSTRUCT/ETC PUB OFCR/ETC (M) 48122"
"7637","1","3","Citation for infraction","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"7638","1","2","Warning (verbal or written)","66205","640(B)(3) PC - SMOKING PROHIBITED AREA (I) 66205"
"7638","1","7","Field interview card completed","",""
"7639","1","2","Warning (verbal or written)","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106"
"7640","1","2","Warning (verbal or written)","65002","65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002"
"7641","1","2","Warning (verbal or written)","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"7642","1","2","Warning (verbal or written)","54193","24600 VC - TAILLAMP VIOLATIONS (I) 54193"
"7643","1","2","Warning (verbal or written)","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106"
"7644","1","3","Citation for infraction","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106"
"7645","1","3","Citation for infraction","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167"
"7646","1","2","Warning (verbal or written)","54997","21658(B) VC - FAIL OBEY LANE USE SIGNS (I) 54997"
"7647","1","7","Field interview card completed","",""
"7648","1","2","Warning (verbal or written)","54720","26451(A) VC - INADEQUATE PARKING BRAKE (I) 54720"
"7648","1","2","Warning (verbal or written)","54099","4000(A) VC - NO REG:VEH/TRAILER/ETC (I) 54099"
"7649","1","7","Field interview card completed","",""
"7650","1","5","Custodial Arrest pursuant to outstanding warrant","",""
"7651","1","3","Citation for infraction","54101","16028(A) VC - FAIL PROVE FIN RSP:PO REQ (I) 54101"
"7652","1","2","Warning (verbal or written)","54107","12500(A) VC - DRIVE W/O LICENSE (M) 54107"
"7652","1","3","Citation for infraction","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"7653","1","3","Citation for infraction","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167"
"7654","1","3","Citation for infraction","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"7655","1","6","Custodial Arrest without warrant","66887","38301.5 VC - VIOL LOCAL ORD 38301 (M) 66887"
"7656","1","8","Noncriminal transport or caretaking transport","",""
"7656","1","10","Psychiatric hold","",""
"7657","1","2","Warning (verbal or written)","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106"
"7658","1","7","Field interview card completed","",""
"7658","2","7","Field interview card completed","",""
"7658","3","7","Field interview card completed","",""
"7659","1","2","Warning (verbal or written)","54208","4454(A) VC - NO REGISTRATION IN VEH (I) 54208"
"7660","1","3","Citation for infraction","42127","12500(A) VC - DRIVE W/O LICENSE (I) 42127"
"7661","1","2","Warning (verbal or written)","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106"
"7662","1","3","Citation for infraction","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106"
"7663","1","3","Citation for infraction","54644","5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644"
"7664","1","2","Warning (verbal or written)","54612","25250 VC - ILLEGAL FLASHING LIGHTS (I) 54612"
"7665","1","3","Citation for infraction","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303"
"7666","1","5","Custodial Arrest pursuant to outstanding warrant","",""
"7667","1","3","Citation for infraction","66967","24252(A)(1) VC - FAIL MAINT VEH LITE EQUIP (I) 66967"
"7668","1","2","Warning (verbal or written)","66288","22112(C) VC - FAIL BUS STOP SIGN USE (I) 66288"
"7669","1","2","Warning (verbal or written)","66968","24400(A) VC - HEADLMP OPR/AMT/SIZE VIOL (I) 66968"
"7670","1","2","Warning (verbal or written)","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"7671","1","1","None","",""
"7672","1","1","None","",""
"7673","1","8","Noncriminal transport or caretaking transport","",""
"7674","1","5","Custodial Arrest pursuant to outstanding warrant","",""
"7675","1","2","Warning (verbal or written)","54480","38335 VC - HEADLAMP VIOLATION (I) 54480"
"7676","1","2","Warning (verbal or written)","54644","5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644"
"7677","1","5","Custodial Arrest pursuant to outstanding warrant","",""
"7678","1","3","Citation for infraction","54110","24601 VC - FAIL MAINT LIC PLATE LAMP (I) 54110"
"7678","1","3","Citation for infraction","54101","16028(A) VC - FAIL PROVE FIN RSP:PO REQ (I) 54101"
"7679","1","5","Custodial Arrest pursuant to outstanding warrant","",""
"7679","1","6","Custodial Arrest without warrant","35422","11350(A) HS - POSSESS NARCOTIC CNTL SUB (M) 35422"
"7679","1","6","Custodial Arrest without warrant","35423","11364(A) HS - POSS UNLAW PARAPHERNALIA (M) 35423"
"7680","1","7","Field interview card completed","",""
"7681","1","2","Warning (verbal or written)","54141","21201(D) VC - BIKE HEADLIGHT/ETC VIOL (I) 54141"
"7682","1","3","Citation for infraction","54141","21201(D) VC - BIKE HEADLIGHT/ETC VIOL (I) 54141"
"7683","1","2","Warning (verbal or written)","54193","24600 VC - TAILLAMP VIOLATIONS (I) 54193"
"7684","1","2","Warning (verbal or written)","54522","21456.2(A) VC - BICYCLE OPR OBEY VEH LAWS (I) 54522"
"7685","1","2","Warning (verbal or written)","99990","NA - XX AA - COMMUNITY CARETAKING (X) 99990"
"7686","1","2","Warning (verbal or written)","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"7687","1","2","Warning (verbal or written)","53072","415(1) PC - FIGHT IN PUBLIC PLACE (M) 53072"
"7688","1","2","Warning (verbal or written)","32102","602(O) PC - TRESPAS:REFUSE LEAVE PROP (M) 32102"
"7689","1","1","None","",""
"7690","1","3","Citation for infraction","54644","5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644"
"7690","1","4","In-field cite and release","54644","5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644"
"7690","1","4","In-field cite and release","54571","26708(A)(1) VC - OPR VEH:WINDOW OBSTRUCTED (I) 54571"
"7691","1","1","None","",""
"7692","1","6","Custodial Arrest without warrant","42104","23152(A) VC - DUI ALCOHOL (M) 42104"
"7693","1","1","None","",""
"7694","1","2","Warning (verbal or written)","32100","602(M) PC - TRESPASS:OCC PROP W/O CON (M) 32100"
"7694","1","7","Field interview card completed","",""
"7695","1","10","Psychiatric hold","",""
"7696","1","6","Custodial Arrest without warrant","28035","496D(A) PC - POSS STOLEN VEH/VES/ETC (F) 28035"
"7697","1","2","Warning (verbal or written)","65002","65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002"
"7697","1","7","Field interview card completed","",""
"7698","1","2","Warning (verbal or written)","54088","21650.1 VC - OPR BIKE:RD/ETC:WRONG WAY (I) 54088"
"7699","1","2","Warning (verbal or written)","28035","496D(A) PC - POSS STOLEN VEH/VES/ETC (F) 28035"
"7700","1","7","Field interview card completed","",""
"7701","1","2","Warning (verbal or written)","65002","65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002"
"7701","1","7","Field interview card completed","",""
"7702","1","6","Custodial Arrest without warrant","13174","243(E)(1) PC - BAT:SPOUSE/EX SP/DATE/ETC (M) 13174"
"7703","1","2","Warning (verbal or written)","54644","5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644"
"7704","1","3","Citation for infraction","54191","24250 VC - DRIVE WITHOUT LIGHTS:DARK (I) 54191"
"7705","1","2","Warning (verbal or written)","54168","5204(A) VC - EXPIRED TABS/FAIL DISPLAY (I) 54168"
"7706","1","2","Warning (verbal or written)","54141","21201(D) VC - BIKE HEADLIGHT/ETC VIOL (I) 54141"
"7707","1","3","Citation for infraction","54191","24250 VC - DRIVE WITHOUT LIGHTS:DARK (I) 54191"
"7708","1","5","Custodial Arrest pursuant to outstanding warrant","",""
"7709","1","3","Citation for infraction","54571","26708(A)(1) VC - OPR VEH:WINDOW OBSTRUCTED (I) 54571"
"7709","1","3","Citation for infraction","54101","16028(A) VC - FAIL PROVE FIN RSP:PO REQ (I) 54101"
"7710","1","2","Warning (verbal or written)","54962","21229(B) VC - UNSAFE TURN MTRZD SCOOTER (I) 54962"
"7711","1","2","Warning (verbal or written)","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"7712","1","10","Psychiatric hold","",""
"7713","1","2","Warning (verbal or written)","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167"
"7714","1","2","Warning (verbal or written)","54110","24601 VC - FAIL MAINT LIC PLATE LAMP (I) 54110"
"7715","1","2","Warning (verbal or written)","66880","38170(B) VC - LICENSE PLATE NOT VISIBLE (I) 66880"
"7716","1","1","None","",""
"7717","1","3","Citation for infraction","54645","5200(B) VC - DISPLY ONE LIC PLATE WRNG (I) 54645"
"7717","1","3","Citation for infraction","54571","26708(A)(1) VC - OPR VEH:WINDOW OBSTRUCTED (I) 54571"
"7718","1","2","Warning (verbal or written)","54522","21456.2(A) VC - BICYCLE OPR OBEY VEH LAWS (I) 54522"
"7719","1","6","Custodial Arrest without warrant","13174","243(E)(1) PC - BAT:SPOUSE/EX SP/DATE/ETC (M) 13174"
"7719","2","1","None","",""
"7720","1","1","None","",""
"7721","1","7","Field interview card completed","",""
"7721","2","7","Field interview card completed","",""
"7722","1","3","Citation for infraction","66985","27315(D)(1) VC - SEATBELT VIOLATION (I) 66985"
"7723","1","2","Warning (verbal or written)","54645","5200(B) VC - DISPLY ONE LIC PLATE WRNG (I) 54645"
"7723","1","2","Warning (verbal or written)","54571","26708(A)(1) VC - OPR VEH:WINDOW OBSTRUCTED (I) 54571"
"7723","1","7","Field interview card completed","",""
"7724","1","2","Warning (verbal or written)","54146","21461(A) VC - DRIVER FAIL OBEY SIGN/ETC (I) 54146"
"7725","1","6","Custodial Arrest without warrant","38025","273.5 PC - INFLICT CRPL INJ SP/COHAB (F) 38025"
"7726","1","2","Warning (verbal or written)","54193","24600 VC - TAILLAMP VIOLATIONS (I) 54193"
